City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Clouldiness,Wind Speed
381,Biloela,AU,2022-11-15 08:16:52,-24.4167,150.5,84.47,30,9,1.95
382,Nishihara,JP,2022-11-15 08:16:52,26.1842,127.7558,72.68,78,100,13.8
383,Vung Tau,VN,2022-11-15 08:16:52,10.346,107.0843,82.08,78,94,16.6
384,Aklavik,CA,2022-11-15 08:16:52,68.2191,-135.0107,10.13,89,100,8.46
385,Tsiroanomandidy,MG,2022-11-15 08:16:53,-18.7667,46.0333,84.52,45,25,2.39
386,Umm Lajj,SA,2022-11-15 08:16:53,25.0213,37.2685,81.7,52,0,5.57
387,Harbour Breton,CA,2022-11-15 08:16:53,47.4833,-55.7983,40.39,73,95,24.47
388,Tyler,US,2022-11-15 08:16:23,32.3513,-95.3011,41.63,94,100,9.22
389,Owatonna,US,2022-11-15 08:16:54,44.0839,-93.226,31.87,72,100,6.91
390,Port-Gentil,GA,2022-11-15 08:16:54,-0.7193,8.7815,80.56,83,20,11.5
391,Zaraza,VE,2022-11-15 08:16:54,9.3503,-65.3245,71.37,97,36,3.67
392,North Battleford,CA,2022-11-15 08:15:09,52.7834,-108.2847,13.12,99,99,5.19
393,Aykhal,RU,2022-11-15 08:16:54,66.0,111.5,-20.29,99,80,6.93
394,Gravdal,NO,2022-11-15 08:16:55,68.1214,13.5031,33.69,93,20,4.61
395,Semey,KZ,2022-11-15 08:16:55,50.4111,80.2275,41.22,81,75,26.84
396,Chuy,UY,2022-11-15 08:16:55,-33.6971,-53.4616,59.04,83,98,13.49
397,Itapetinga,BR,2022-11-15 08:16:55,-15.2489,-40.2478,71.11,89,100,0.13
398,Ribeira Grande,PT,2022-11-15 08:16:56,38.5167,-28.7,61.2,88,40,12.66
399,Grand Gaube,MU,2022-11-15 08:16:56,-20.0064,57.6608,81.0,53,0,11.99
400,Carutapera,BR,2022-11-15 08:16:56,-1.195,-46.02,78.44,79,61,9.98
401,Nacala,MZ,2022-11-15 08:16:56,-14.5428,40.6728,89.69,47,39,7.7
402,Along,IN,2022-11-15 08:16:57,28.1667,94.7667,80.53,33,0,2.04
403,Palora,EC,2022-11-15 08:16:57,-1.7,-77.9333,63.99,97,100,2.91
404,Urumqi,CN,2022-11-15 08:16:57,43.801,87.6005,36.55,70,100,2.24
405,Mitsamiouli,KM,2022-11-15 08:16:57,-11.3847,43.2844,81.1,71,40,10.58
406,Cayenne,GF,2022-11-15 08:16:58,4.9333,-52.3333,73.44,100,40,0.0
407,Puerto Baquerizo Moreno,EC,2022-11-15 08:12:42,-0.9,-89.6,68.5,78,63,7.54
408,Vardo,NO,2022-11-15 08:16:58,70.3705,31.1107,37.38,81,75,12.66
409,Santarem,BR,2022-11-15 08:16:58,-2.4431,-54.7083,80.73,83,0,18.41
410,Kodiak,US,2022-11-15 08:16:58,57.79,-152.4072,35.11,93,0,6.91
411,Tura,IN,2022-11-15 08:16:59,25.5198,90.2201,76.95,58,1,3.4
412,Waspan,NI,2022-11-15 08:16:59,14.7419,-83.9717,72.28,98,47,2.35
413,Ust-Nera,RU,2022-11-15 08:16:59,64.5667,143.2,-9.96,98,100,5.28
414,Inta,RU,2022-11-15 08:17:59,66.0317,60.1659,-7.62,90,28,4.18
415,America Dourada,BR,2022-11-15 08:18:00,-11.4553,-41.4361,69.08,88,99,5.79
416,Kamaishi,JP,2022-11-15 08:18:00,39.2667,141.8833,51.24,66,7,8.23
417,Tshikapa,CD,2022-11-15 08:18:00,-6.4167,20.8,74.19,85,100,1.86
418,Marawi,PH,2022-11-15 08:18:01,7.9986,124.2928,76.6,84,100,5.46
419,Savona,IT,2022-11-15 08:18:01,44.3,8.2667,50.74,86,100,6.62
420,Zambrow,PL,2022-11-15 08:18:01,52.9855,22.2432,42.87,80,15,5.12
421,Chapais,CA,2022-11-15 08:18:01,49.7834,-74.8492,19.18,95,100,7.07
422,Broome,US,2022-11-15 08:18:02,42.2506,-75.833,32.38,77,100,0.0
423,Ternate,ID,2022-11-15 08:18:02,0.8,127.4,84.69,70,92,5.44
424,Berbera,SO,2022-11-15 08:14:13,10.4396,45.0143,84.87,47,0,11.86
425,Belmonte,BR,2022-11-15 08:18:02,-15.8631,-38.8828,74.77,91,100,6.15
426,Leningradskiy,RU,2022-11-15 08:18:02,69.3833,178.4167,-10.79,95,32,3.94
427,Praia,CV,2022-11-15 08:14:33,14.9215,-23.5087,73.94,73,40,8.05
428,Sfantu Gheorghe,RO,2022-11-15 08:18:03,45.8667,25.7833,46.56,55,53,0.43
429,Sayyan,YE,2022-11-15 08:18:03,15.1718,44.3244,61.9,19,0,5.46
430,Ereymentau,KZ,2022-11-15 08:18:03,51.6199,73.1033,31.95,84,99,27.72
431,Pochutla,MX,2022-11-15 08:18:04,15.7432,-96.4661,73.81,86,2,3.09
432,Necochea,AR,2022-11-15 08:18:04,-38.5473,-58.7368,54.95,86,0,14.99
433,Severodvinsk,RU,2022-11-15 08:14:26,64.5635,39.8302,28.51,94,100,6.8
434,Komsomolskiy,UZ,2022-11-15 08:18:04,40.4272,71.7189,56.12,44,56,6.91
435,Touros,BR,2022-11-15 08:18:04,-5.1989,-35.4608,77.22,75,95,8.57
436,Kabansk,RU,2022-11-15 08:18:05,52.0486,106.6528,33.73,78,100,3.31
437,Gasa,PS,2022-11-15 08:18:05,31.5,34.4667,70.88,59,92,9.66
438,Alice Springs,AU,2022-11-15 08:13:08,-23.7,133.8833,88.21,40,66,10.36
439,Gimli,CA,2022-11-15 08:18:05,50.6336,-96.9907,24.82,86,78,11.5
440,Mariani,IN,2022-11-15 08:18:06,26.6667,94.3333,76.89,58,0,2.21
441,Luanda,AO,2022-11-15 08:17:35,-8.8368,13.2343,77.0,73,75,8.05
442,Acarau,BR,2022-11-15 08:18:06,-2.8856,-40.12,78.84,77,100,14.07
443,Chhatarpur,IN,2022-11-15 08:18:06,24.9,79.6,82.54,26,0,5.32
444,Rawson,AR,2022-11-15 08:18:06,-43.3002,-65.1023,62.06,54,0,9.75
445,Normandin,CA,2022-11-15 08:13:32,48.8333,-72.5321,24.66,79,20,8.77
446,Bazarnyy Syzgan,RU,2022-11-15 08:18:07,53.7512,46.7535,28.08,78,100,16.22
447,Ust-Tsilma,RU,2022-11-15 08:18:07,65.441,52.1498,0.32,99,89,2.62
448,Jasrana,IN,2022-11-15 08:18:07,27.25,78.6833,82.53,28,0,4.94
449,Artesia,US,2022-11-15 08:18:08,33.8658,-118.0831,59.49,73,0,0.0
450,Nuuk,GL,2022-11-15 08:15:17,64.1835,-51.7216,25.41,80,100,8.05
451,Saint-Joseph,RE,2022-11-15 08:18:08,-21.3667,55.6167,79.18,56,14,13.42
452,San Antonio,US,2022-11-15 08:17:56,29.4241,-98.4936,48.31,70,0,12.66
453,Bantry,IE,2022-11-15 08:18:08,51.6833,-9.45,49.78,74,76,6.98
454,Merritt Island,US,2022-11-15 08:13:51,28.5392,-80.672,73.0,87,0,0.0
455,Palafrugell,ES,2022-11-15 08:18:09,41.9174,3.1631,65.77,44,100,10.2
456,Tezu,IN,2022-11-15 08:18:09,27.9167,96.1667,79.07,30,0,2.64
457,Lyuban,BY,2022-11-15 08:18:09,52.7985,28.0048,38.34,77,95,8.25
458,Dongsheng,CN,2022-11-15 08:18:09,39.8161,109.9776,41.23,26,0,5.97
459,Paraisopolis,BR,2022-11-15 08:19:10,-22.5542,-45.78,65.03,96,100,1.05
460,Male,MV,2022-11-15 08:19:10,4.1748,73.5089,85.95,74,75,14.97
461,Santiago Del Estero,AR,2022-11-15 08:19:10,-27.7951,-64.2615,66.09,37,0,6.69
462,Riyadh,SA,2022-11-15 08:15:16,24.6877,46.7219,84.34,18,0,14.03
463,Beringovskiy,RU,2022-11-15 08:19:10,63.05,179.3167,33.8,86,100,24.61
464,Mpongwe,ZM,2022-11-15 08:19:11,-13.5091,28.155,65.46,94,100,4.7
465,Margate,GB,2022-11-15 08:19:11,51.3813,1.3862,55.9,83,100,13.0
466,Verkhoyansk,RU,2022-11-15 08:19:11,67.5447,133.385,-32.26,100,77,1.54
467,Olinda,BR,2022-11-15 08:19:11,-8.0089,-34.8553,74.93,83,40,2.3
468,Da Nang,VN,2022-11-15 08:19:12,16.0678,108.2208,84.18,74,20,8.05
469,Varnavino,RU,2022-11-15 08:19:12,57.4035,45.0916,29.79,69,97,9.91
470,Carauari,BR,2022-11-15 08:19:12,-4.8828,-66.8958,72.52,98,100,0.58
471,Mayo,US,2022-11-15 08:19:12,38.8876,-76.5119,40.98,85,0,6.91
472,Pozo Colorado,PY,2022-11-15 08:19:13,-23.4923,-58.7972,63.1,54,0,3.18
473,Atascocita,US,2022-11-15 08:19:13,29.9988,-95.1766,48.11,82,100,17.27
474,Tupik,RU,2022-11-15 08:19:13,54.4253,119.9327,12.67,95,100,4.61
475,Sorong,ID,2022-11-15 08:19:14,-0.8833,131.25,84.31,76,100,8.12
476,Sitka,US,2022-11-15 08:19:14,57.0531,-135.33,48.09,81,100,10.36
477,Kenai,US,2022-11-15 08:19:14,60.5544,-151.2583,33.15,100,100,5.75
478,Peniche,PT,2022-11-15 08:19:14,39.3558,-9.3811,65.1,91,98,24.09
479,Usinsk,RU,2022-11-15 08:18:22,65.9939,57.5281,-2.36,95,19,6.17
480,Koslan,RU,2022-11-15 08:19:15,63.4564,48.8989,7.2,91,32,5.23
481,Sao Joao Da Barra,BR,2022-11-15 08:19:15,-21.6403,-41.0511,73.51,95,100,9.91
482,High Rock,BS,2022-11-15 08:19:15,26.6208,-78.2833,69.82,74,0,11.12
483,Victor Harbor,AU,2022-11-15 08:19:15,-35.5667,138.6167,55.0,67,63,1.01
484,Aloleng,PH,2022-11-15 08:19:16,16.1307,119.7824,87.69,66,19,3.65
485,Batagay-Alyta,RU,2022-11-15 08:19:16,67.8006,130.4114,-20.29,90,97,3.24
486,Mao,ES,2022-11-15 08:19:16,39.8885,4.2658,68.56,83,75,14.97
487,Kabanjahe,ID,2022-11-15 08:19:16,3.1001,98.4908,68.4,87,100,5.77
488,Kot Diji,PK,2022-11-15 08:19:17,27.3427,68.7083,77.02,30,0,7.81
489,Solihull,GB,2022-11-15 08:19:04,52.4143,-1.7809,52.92,95,75,16.11
490,Tinskoy,RU,2022-11-15 08:19:17,56.1525,96.9161,36.7,85,98,3.49
491,Alyangula,AU,2022-11-15 08:19:17,-13.8483,136.4192,87.4,62,75,4.65
492,Surgut,RU,2022-11-15 08:14:58,61.25,73.4167,1.58,78,40,11.18
493,Mecca,SA,2022-11-15 08:18:06,21.4267,39.8261,86.94,49,1,9.17
494,Kruisfontein,ZA,2022-11-15 08:19:18,-34.0033,24.7314,85.89,37,7,20.09
495,Ostrov,RU,2022-11-15 08:19:18,57.3439,28.3537,31.73,88,100,8.12
496,Natal,BR,2022-11-15 08:19:18,-5.795,-35.2094,74.05,94,40,1.14
497,Faridpur,BD,2022-11-15 08:19:18,23.6,89.8333,82.81,43,0,7.54
498,Inuvik,CA,2022-11-15 08:15:08,68.3499,-133.7218,5.27,96,100,6.89
499,Khasan,RU,2022-11-15 08:19:19,42.4308,130.6434,40.84,43,0,11.21
500,Korla,CN,2022-11-15 08:19:19,41.7597,86.1469,47.05,34,16,12.03
501,Makat,KZ,2022-11-15 08:19:19,47.6469,53.3463,32.85,43,95,21.23
502,Nome,US,2022-11-15 08:20:19,64.5011,-165.4064,21.27,68,100,6.91
503,Ayolas,PY,2022-11-15 08:20:20,-27.4,-56.9,57.22,53,0,4.16
504,Port Lincoln,AU,2022-11-15 08:20:20,-34.7333,135.8667,56.1,52,29,14.5
505,Flin Flon,CA,2022-11-15 08:20:20,54.7682,-101.865,4.55,98,75,3.96
506,Tiznit,MA,2022-11-15 08:20:21,29.5833,-9.5,67.96,24,0,5.19
507,Brae,GB,2022-11-15 08:20:21,60.3964,-1.353,50.81,81,100,31.36
508,Honiara,SB,2022-11-15 08:20:21,-9.4333,159.95,80.22,82,38,0.83
509,Khorixas,NA,2022-11-15 08:20:21,-20.3667,14.9667,80.29,14,1,4.81
510,Baykit,RU,2022-11-15 08:20:22,61.67,96.37,-0.24,97,100,5.1
511,Pimentel,PE,2022-11-15 08:20:22,-6.8367,-79.9342,61.57,90,98,9.06
512,Moyale,KE,2022-11-15 08:20:22,3.5167,39.0584,78.85,49,26,10.69
513,Goderich,CA,2022-11-15 08:20:22,43.7501,-81.7165,32.92,80,95,11.5
514,Brownwood,US,2022-11-15 08:18:29,31.7093,-98.9912,35.6,80,75,9.22
515,Bilibino,RU,2022-11-15 08:20:23,68.0546,166.4372,-22.14,100,19,4.07
516,Port Hedland,AU,2022-11-15 08:19:12,-20.3167,118.5667,82.45,42,75,10.36
517,Pueblo,US,2022-11-15 08:20:23,38.2545,-104.6091,33.75,59,100,3.0
518,San Patricio,US,2022-11-15 08:20:23,28.017,-97.5169,55.26,86,29,17.72
519,Lasa,IT,2022-11-15 08:20:23,46.6166,10.7002,40.08,73,61,2.98
520,Dothan,US,2022-11-15 08:15:33,31.2232,-85.3905,54.7,91,100,10.36
521,Lishui,CN,2022-11-15 08:20:24,28.4604,119.9103,58.26,93,100,3.31
522,Lompoc,US,2022-11-15 08:20:24,34.6391,-120.4579,41.58,100,100,4.61
523,Bakel,SN,2022-11-15 08:20:24,14.905,-12.4568,82.54,23,96,4.76
524,Lavrentiya,RU,2022-11-15 08:20:24,65.5833,-171.0,25.14,86,67,11.1
525,Tambacounda,SN,2022-11-15 08:17:20,13.7539,-13.7586,78.55,38,100,3.36
526,Muslyumovo,RU,2022-11-15 08:20:15,55.3033,53.1947,21.36,87,100,13.51
527,Dicabisagan,PH,2022-11-15 08:20:25,17.0818,122.4157,80.35,84,41,5.7
528,Reitz,ZA,2022-11-15 08:16:18,-27.8014,28.4273,67.68,59,56,8.88
529,Grootfontein,NA,2022-11-15 08:20:25,-19.5667,18.1167,83.41,33,61,13.04
530,Bauchi,NG,2022-11-15 08:20:25,10.5,10.0,76.66,21,12,7.0
531,Tucuma,BR,2022-11-15 08:20:26,-0.1833,-50.05,76.75,87,18,6.4
532,Bay City,US,2022-11-15 08:19:43,43.5945,-83.8889,30.42,78,0,4.61
533,Tukums,LV,2022-11-15 08:20:26,56.9669,23.1553,38.55,87,99,6.73
534,Burias,PH,2022-11-15 08:20:26,11.4463,122.5497,79.84,95,100,6.89
535,Lohardaga,IN,2022-11-15 08:20:26,23.4333,84.6833,74.89,34,0,10.47
536,Montreal,CA,2022-11-15 08:16:03,45.5088,-73.5878,30.0,66,75,5.75
537,Naberera,TZ,2022-11-15 08:20:27,-4.2,36.9333,73.6,53,11,7.56
538,Cuamba,MZ,2022-11-15 08:20:27,-14.8031,36.5372,94.26,30,16,1.77
539,Qui Nhon,VN,2022-11-15 08:20:27,13.7667,109.2333,80.1,84,22,10.18
540,Manta,EC,2022-11-15 08:20:27,-0.95,-80.7333,69.58,83,100,9.22
541,Scalea,IT,2022-11-15 08:20:28,39.813,15.7956,62.11,73,100,1.1
542,Salinopolis,BR,2022-11-15 08:20:28,-0.6136,-47.3561,79.88,77,55,13.42
543,Quesnel,CA,2022-11-15 08:20:28,52.9999,-122.5029,18.1,93,100,0.0
544,Shillong,IN,2022-11-15 08:20:28,25.5689,91.8831,67.6,46,0,0.74
545,Charagua,BO,2022-11-15 08:20:29,-19.8,-63.2167,66.56,77,96,3.13
546,Campbell River,CA,2022-11-15 08:20:29,50.0163,-125.2446,37.45,79,4,3.51
547,Dudinka,RU,2022-11-15 08:20:29,69.4058,86.1778,-30.93,100,63,0.81
548,Labelle,US,2022-11-15 08:21:30,26.7617,-81.4384,71.65,84,0,5.41
549,Tonstad,NO,2022-11-15 08:21:30,58.6626,6.7169,48.2,84,100,32.79
550,Ormara,PK,2022-11-15 08:21:30,25.2088,64.6357,80.74,67,0,9.75
551,Siuri,IN,2022-11-15 08:21:30,23.9167,87.5333,84.42,27,0,6.53
552,Baruun-Urt,MN,2022-11-15 08:21:31,46.6806,113.2792,32.68,32,12,10.94
553,Kudahuvadhoo,MV,2022-11-15 08:21:31,2.6708,72.8944,81.66,75,60,11.3
554,Mogok,MM,2022-11-15 08:21:31,22.9167,96.5,74.44,46,4,2.98
555,Maraa,BR,2022-11-15 08:21:31,-1.8333,-65.3667,74.52,92,52,2.17
556,Burgeo,CA,2022-11-15 08:21:31,47.6167,-57.6152,37.2,75,90,25.03
557,Broken Hill,AU,2022-11-15 08:21:32,-31.95,141.4333,63.64,33,13,16.58
558,Puerto Del Rosario,ES,2022-11-15 08:21:32,28.5004,-13.8627,71.35,78,0,9.22
559,Byron Bay,AU,2022-11-15 08:21:32,-28.65,153.6167,72.95,78,0,7.54
560,Haapiti,PF,2022-11-15 08:21:33,-17.5667,-149.8667,76.73,84,100,9.66
561,Richards Bay,ZA,2022-11-15 08:21:33,-28.783,32.0377,77.92,52,0,5.7
562,Alamosa,US,2022-11-15 08:21:33,37.4695,-105.87,13.98,92,100,0.0
563,Tiarei,PF,2022-11-15 08:21:33,-17.5333,-149.3333,77.02,85,100,7.63
564,Aberdeen,GB,2022-11-15 08:21:34,57.1437,-2.0981,52.48,92,100,21.85
565,Kieta,PG,2022-11-15 08:21:34,-6.2167,155.6333,80.33,77,74,2.21
566,Puerto Cabezas,NI,2022-11-15 08:21:34,14.0351,-83.3888,76.14,90,40,7.14
567,Marsala,IT,2022-11-15 08:21:34,37.7966,12.4352,66.15,88,0,6.91
568,Srednekolymsk,RU,2022-11-15 08:21:35,67.45,153.6833,-34.37,99,13,4.36
569,Hay River,CA,2022-11-15 08:21:35,60.8156,-115.7999,26.58,80,40,5.75
570,Ilesha,NG,2022-11-15 08:21:35,7.1371,5.2583,79.43,62,100,1.61
571,Tarauaca,BR,2022-11-15 08:21:35,-8.1614,-70.7656,71.69,94,91,2.44
572,Muisne,EC,2022-11-15 08:21:36,0.6,-80.0333,72.77,86,98,6.02
573,Kralendijk,BQ,2022-11-15 08:17:15,12.15,-68.2667,82.38,83,20,9.22
